rank,prediction_score,novelty_adjusted_score,novelty_bucket,strict_novelty_pass,pair_id,geneConceptId,gene_curie,gene_label,diseaseConceptId,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard,exact_match_count,equivalent_match_count,ancestor_match_count,descendant_match_count,shared_family_match_count,existing_match_examples,shared_family_examples
208,0.746254,0.186563,same_family_shared_ancestor,false,75a1c8fdbe6110ffa0450c6d292ae1ef,55041,NCBIGene:84074,QRICH2,22666,MONDO:0029148,spermatogenic failure 34,7,0.2258792290218931,7,0.2258792290218931,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 35 via spermatogenic failure
209,0.746163,0.186541,same_family_shared_ancestor,false,9db3eba7b1ea1865538e24cbb00bb26b,55137,NCBIGene:84957,RELT,12926,MONDO:0012926,amelogenesis imperfecta hypomaturation type 2A2,4,0.135734021369995,4,0.135734021369995,0.6666666666666666,0,0,0,0,2,,"amelogenesis imperfecta, type 3C via amelogenesis imperfecta"
211,0.740125,0.185031,same_family_shared_ancestor,false,e38f4a2c8050229d111d9c1791fc76a6,53817,NCBIGene:23262,PPIP5K2,12670,MONDO:0012670,autosomal recessive nonsyndromic hearing loss 63,4,0.09106382556325061,4,0.09106382556325061,0.6666666666666666,0,0,0,0,2,,"hearing loss, autosomal recessive 100 via hearing loss, autosomal recessive"
214,0.71401,0.178503,same_family_shared_ancestor,false,a0784b0ee1e5b03295247ee0c916bb69,55299,NCBIGene:120227,CYP2R1,20723,MONDO:0020723,"vitamin D-dependent rickets, type 1A",6,1.369047619047619,47,3.190775088094196,0.5340909090909091,0,0,0,0,2,,"vitamin D hydroxylation-deficient rickets, type 1B via vitamin D-dependent rickets, type 1"
215,0.713087,0.178272,same_family_shared_ancestor,false,091663dd124a826536ccea0476e096cf,54807,NCBIGene:65266,WNK4,13781,MONDO:0013781,pseudohypoaldosteronism type 2D,6,0.48430785829947287,6,0.48430785829947287,0.75,0,0,0,0,3,,pseudohypoaldosteronism type 2A via pseudohypoaldosteronism type 2 | pseudohypoaldosteronism type 2B via pseudohypoaldosteronism type 2
217,0.710256,0.177564,same_family_shared_ancestor,false,ada9a065c51e6ed5fdad272deca16fcb,55398,NCBIGene:144406,CFAP251,23652,MONDO:0033673,spermatogenic failure 46,7,0.14317515898800923,7,0.14317515898800923,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 33 via spermatogenic failure
218,0.710256,0.177564,same_family_shared_ancestor,false,e8f6ac1ad997288a129387194116270d,55398,NCBIGene:144406,CFAP251,23107,MONDO:0031077,spermatogenic failure 76,7,0.1204798303398075,7,0.1204798303398075,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 33 via spermatogenic failure
220,0.694417,0.173604,same_family_shared_ancestor,false,dc5612f94af1688f1df6dd9ed8a75d09,53059,NCBIGene:8452,CUL3,13781,MONDO:0013781,pseudohypoaldosteronism type 2D,4,0.4815270935960591,6,0.48458235733872623,0.18181818181818182,0,0,0,0,3,,pseudohypoaldosteronism type 2A via pseudohypoaldosteronism type 2 | pseudohypoaldosteronism type 2E via pseudohypoaldosteronism type 2
223,0.683325,0.170831,same_family_shared_ancestor,false,7f9001262bf49307d992972709345ea3,55027,NCBIGene:83894,TTC29,23402,MONDO:0032845,spermatogenic failure 39,7,0.2088317246445749,7,0.2088317246445749,0.7,0,0,0,0,2,,spermatogenic failure 42 via spermatogenic failure
224,0.680457,0.170114,same_family_shared_ancestor,false,9a8748da820b149e873d4be509e3ef55,55463,NCBIGene:157855,KCNU1,22916,MONDO:0030733,spermatogenic failure 70,5,0.041293414225004835,5,0.041293414225004835,0.7142857142857143,0,0,0,0,2,,spermatogenic failure 79 via spermatogenic failure
225,0.680454,0.170114,same_family_shared_ancestor,false,a4793399b500317da8ba26dea6b67402,55287,NCBIGene:117144,CATSPER1,22916,MONDO:0030733,spermatogenic failure 70,5,0.041293414225004835,5,0.041293414225004835,0.7142857142857143,0,0,0,0,2,,spermatogenic failure 7 via spermatogenic failure
226,0.679123,0.169781,same_family_shared_ancestor,false,634696b61a7ffe39345c128f2c16be78,55287,NCBIGene:117144,CATSPER1,26713,MONDO:0859352,spermatogenic failure 79,5,0.041293414225004835,5,0.041293414225004835,0.7142857142857143,0,0,0,0,2,,spermatogenic failure 7 via spermatogenic failure
227,0.674307,0.168577,same_family_shared_ancestor,false,968c4681071fe5e26d6fe85d0d31bc04,51156,NCBIGene:1769,DNAH8,22666,MONDO:0029148,spermatogenic failure 34,7,0.14317515898800923,7,0.14317515898800923,0.7,0,0,0,0,2,,spermatogenic failure 46 via spermatogenic failure
228,0.673387,0.168347,same_family_shared_ancestor,false,37a09beb6a4a90a3fe0a9df2c91ea134,55294,NCBIGene:118491,CFAP70,22951,MONDO:0030844,spermatogenic failure 47,5,0.10951458015734054,5,0.10951458015734054,0.7142857142857143,0,0,0,0,2,,spermatogenic failure 41 via spermatogenic failure
229,0.673387,0.168347,same_family_shared_ancestor,false,05ac630346d6cb40fadb3592dba72da3,54518,NCBIGene:55779,CFAP44,23650,MONDO:0033671,spermatogenic failure 45,5,0.08132717091051296,5,0.08132717091051296,0.7142857142857143,0,0,0,0,2,,spermatogenic failure 20 via spermatogenic failure
230,0.672204,0.168051,same_family_shared_ancestor,false,d844750ab048f931ac710a6ef8bb291f,55027,NCBIGene:83894,TTC29,24767,MONDO:0054723,spermatogenic failure 19,6,0.09772061353346377,6,0.09772061353346377,0.6666666666666666,0,0,0,0,2,,spermatogenic failure 42 via spermatogenic failure
231,0.672204,0.168051,same_family_shared_ancestor,false,fc5904117b80f0eeb2a16b20ae3ac59c,51156,NCBIGene:1769,DNAH8,24767,MONDO:0054723,spermatogenic failure 19,6,0.09772061353346377,6,0.09772061353346377,0.6666666666666666,0,0,0,0,2,,spermatogenic failure 46 via spermatogenic failure
232,0.66732,0.16683,same_family_shared_ancestor,false,1c0733e724afe9331e92d41d65c6f70c,55307,NCBIGene:122481,AK7,23402,MONDO:0032845,spermatogenic failure 39,7,0.09941552878770106,7,0.09941552878770106,0.7,0,0,0,0,2,,spermatogenic failure 27 via spermatogenic failure
233,0.66732,0.16683,same_family_shared_ancestor,false,88bb5926e4af132e844a55f46f50c3ef,55398,NCBIGene:144406,CFAP251,23402,MONDO:0032845,spermatogenic failure 39,7,0.09941552878770106,7,0.09941552878770106,0.7,0,0,0,0,2,,spermatogenic failure 33 via spermatogenic failure
234,0.661142,0.165286,same_family_shared_ancestor,false,83283d976547b8437c541f4b0e9db2a9,55530,NCBIGene:201625,DNAH12,25888,MONDO:0700290,spermatogenic failure 98,8,0.4637444976440957,11,0.4869495539919124,0.8461538461538461,0,0,0,0,2,,spermatogenic failure 100 via spermatogenic failure
235,0.658383,0.164596,same_family_shared_ancestor,false,8b5fd12d90e78cac08e8b2eb01f4a36a,53248,NCBIGene:9313,MMP20,23285,MONDO:0032717,"amelogenesis imperfecta, type 3C",4,0.135734021369995,4,0.135734021369995,0.6666666666666666,0,0,0,0,2,,amelogenesis imperfecta hypomaturation type 2A2 via amelogenesis imperfecta
237,0.653888,0.163472,same_family_shared_ancestor,false,0db96b440ce9f5bbc2d9fab0858f032f,53102,NCBIGene:8632,DNAH17,23451,MONDO:0032896,spermatogenic failure 42,6,0.20859905828813002,7,0.2088317246445749,0.7,0,0,0,0,2,,spermatogenic failure 39 via spermatogenic failure
238,0.652395,0.163099,same_family_shared_ancestor,false,6affe89901db8b4fae6f9bc59e5ac26d,53324,NCBIGene:9622,KLK4,8770,MONDO:0008770,amelogenesis imperfecta type 1C,5,0.2266431122790859,5,0.2266431122790859,0.625,0,0,0,0,2,,amelogenesis imperfecta type 2A1 via amelogenesis imperfecta
192,0.810941,0.162188,same_family_ancestor_link,false,fd7e57e9f1a83118eadd6a8a9b479916,55446,NCBIGene:152137,CCDC50,26758,MONDO:0859524,"hearing loss, autosomal dominant 86",5,0.36222377433769876,5,0.36222377433769876,0.7142857142857143,0,0,2,0,2,nonsyndromic genetic hearing loss (depth 2) | autosomal dominant nonsyndromic hearing loss (depth 1),autosomal dominant nonsyndromic hearing loss 44 via autosomal dominant nonsyndromic hearing loss
239,0.645701,0.161425,same_family_shared_ancestor,false,1249bc0e54682938bab4f23ec8401074,55041,NCBIGene:84074,QRICH2,22936,MONDO:0030809,spermatogenic failure 72,7,0.2258792290218931,7,0.2258792290218931,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 35 via spermatogenic failure
240,0.644467,0.161117,same_family_shared_ancestor,false,3cad62f93d79ab635fe041a1742a0367,55455,NCBIGene:154313,CFAP206,24747,MONDO:0054615,spermatogenic failure 18,6,0.12824396526285084,7,0.1284766316192957,0.7,0,0,0,0,2,,spermatogenic failure 102 via spermatogenic failure
241,0.644467,0.161117,same_family_shared_ancestor,false,f263e140629dc8271a31b4889ed1e5c6,55455,NCBIGene:154313,CFAP206,22665,MONDO:0029147,spermatogenic failure 33,6,0.12824396526285084,7,0.1284766316192957,0.7,0,0,0,0,2,,spermatogenic failure 102 via spermatogenic failure
194,0.805125,0.161025,same_family_ancestor_link,false,57c0fef0ce8f88c65dadaea2c956ed91,54566,NCBIGene:56616,DIABLO,22909,MONDO:0030724,"hearing loss, autosomal dominant 84",5,0.007805864571498594,5,0.007805864571498594,0.7142857142857143,0,0,2,0,2,nonsyndromic genetic hearing loss (depth 2) | autosomal dominant nonsyndromic hearing loss (depth 1),autosomal dominant nonsyndromic hearing loss 64 via autosomal dominant nonsyndromic hearing loss
195,0.802603,0.160521,same_family_ancestor_link,false,2ef39a3cd2f25d50ad9b3d56ad5e2b0d,54006,NCBIGene:26580,BSCL2,12071,MONDO:0012071,congenital generalized lipodystrophy type 1,5,2.1666666666666665,35,3.1106755498132572,0.2046783625730994,0,0,3,0,2,congenital generalized lipodystrophy (depth 1) | Berardinelli-Seip congenital lipodystrophy (depth 1),congenital generalized lipodystrophy type 2 via congenital generalized lipodystrophy
242,0.637184,0.159296,same_family_shared_ancestor,false,13a32c284d4e88737cba9fcbc291ce13,53102,NCBIGene:8632,DNAH17,24775,MONDO:0054731,spermatogenic failure 27,6,0.09918286243125621,7,0.09941552878770106,0.7,0,0,0,0,2,,spermatogenic failure 39 via spermatogenic failure
243,0.637184,0.159296,same_family_shared_ancestor,false,43f599f9313867569ea85e19dee0b302,53102,NCBIGene:8632,DNAH17,24747,MONDO:0054615,spermatogenic failure 18,6,0.09918286243125621,7,0.09941552878770106,0.7,0,0,0,0,2,,spermatogenic failure 39 via spermatogenic failure
244,0.637184,0.159296,same_family_shared_ancestor,false,bb7552ac715d993fe16df8c683808ec2,53102,NCBIGene:8632,DNAH17,22665,MONDO:0029147,spermatogenic failure 33,6,0.09918286243125621,7,0.09941552878770106,0.7,0,0,0,0,2,,spermatogenic failure 39 via spermatogenic failure
245,0.637031,0.159258,same_family_shared_ancestor,false,690ba367ac5a07232c10e65403929b17,55138,NCBIGene:84971,ATG4D,14847,MONDO:0014847,spermatogenic failure 15,5,0.4478182636077373,7,0.4497458452184194,0.6363636363636364,0,0,0,0,2,,spermatogenic failure 101 via spermatogenic failure
246,0.632761,0.15819,same_family_shared_ancestor,false,665c098986c41566e59d52365a01a00d,53473,NCBIGene:10233,LRRC23,27244,MONDO:0971000,spermatogenic failure 93,8,0.27459567551425546,10,0.2765232571249376,0.9090909090909091,0,0,0,0,2,,spermatogenic failure 92 via spermatogenic failure
247,0.632761,0.15819,same_family_shared_ancestor,false,72445d19987bab4a5910b27358c16bc4,53473,NCBIGene:10233,LRRC23,26889,MONDO:0957301,spermatogenic failure 84,8,0.27459567551425546,10,0.2765232571249376,0.9090909090909091,0,0,0,0,2,,spermatogenic failure 92 via spermatogenic failure
248,0.63214,0.158035,same_family_shared_ancestor,false,cf0494f1a45b3ccbc35c5e39d4869f8e,53556,NCBIGene:10566,AKAP3,22936,MONDO:0030809,spermatogenic failure 72,7,0.11873637187903596,7,0.11873637187903596,0.7777777777777778,0,0,0,0,2,,spermatogenic failure 82 via spermatogenic failure
249,0.630469,0.157617,same_family_shared_ancestor,false,1252cef2c736c1e76eedb66c6a9304d2,53968,NCBIGene:26074,CFAP61,27125,MONDO:0958206,spermatogenic failure 89,8,0.31347127360037985,11,0.32197780257948305,0.9166666666666666,0,0,0,0,2,,spermatogenic failure 84 via spermatogenic failure
250,0.630469,0.157617,same_family_shared_ancestor,false,a499f73068a94e60ea751640000c62b8,54809,NCBIGene:65975,STK33,27125,MONDO:0958206,spermatogenic failure 89,8,0.31347127360037985,11,0.32197780257948305,0.9166666666666666,0,0,0,0,2,,spermatogenic failure 93 via spermatogenic failure
212,0.723938,0.144788,same_family_ancestor_link,false,15a02c44d80c25b373f3e30e78d6bc39,53263,NCBIGene:9368,NHERF1,12850,MONDO:0012850,hypophosphatemic nephrolithiasis/osteoporosis 1,8,0.13687692902303544,8,0.13687692902303544,0.8888888888888888,0,0,4,0,2,"nephrolithiasis/osteoporosis, hypophosphatemic (depth 1) | osteoporosis (depth 2)",hypophosphatemic nephrolithiasis/osteoporosis 2 via osteoporosis
221,0.693146,0.138629,same_family_descendant_link,false,fe4ebbe15a42e91e72335111dc7c715f,55215,NCBIGene:92211,CDHR1,19200,MONDO:0019200,retinitis pigmentosa,6,2.5801587301587303,34,3.0708965186187607,0.576271186440678,0,0,0,2,0,cone-rod dystrophy 15 (depth 1),
236,0.655703,0.131141,same_family_ancestor_link,false,a4ce5f78795e25019649b58725a296e1,55548,NCBIGene:220074,LRTOMT,23301,MONDO:0032740,"hearing loss, autosomal recessive 100",4,0.09106382556325061,4,0.09106382556325061,0.6666666666666666,0,0,1,0,2,nonsyndromic genetic hearing loss (depth 2),"autosomal recessive nonsyndromic hearing loss 63 via hearing loss, autosomal recessive"
