pair_id,label,gene_concept_id,gene_curie,gene_label,disease_concept_id,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard,shared_ratio_to_gene,shared_ratio_to_disease,gene_alias_count,gene_member_count,gene_xref_count,gene_phenotype_count,gene_out_degree,disease_alias_count,disease_member_count,disease_xref_count,disease_phenotype_count,disease_lacks_phenotype_count,disease_in_degree,disease_out_degree,disease_trial_count
7a20693f2b401948c08dd6d00417d72b,1,50590,NCBIGene:93,ACVR2B,13403,MONDO:0013403,"heterotaxy, visceral, 4, autosomal",8,1.3579545454545454,17,3.0172551944645543,1,1,1,1,2,0,17,20,5,1,5,17,0,2,18,0
7ac843bafef0a77ccdcdcc6a3c56ee4b,1,50768,NCBIGene:617,BCS1L,11308,MONDO:0011308,GRACILE syndrome,3,0.5214285714285715,17,1.8575511963024782,0.16346153846153846,0.16831683168316833,0.85,1,2,0,101,117,12,1,9,20,0,2,22,0
7ac843bafef0a77ccdcdcc6a3c56ee4b,1,50768,NCBIGene:617,BCS1L,11308,MONDO:0011308,GRACILE syndrome,3,0.5214285714285715,17,1.8575511963024782,0.16346153846153846,0.16831683168316833,0.85,1,2,0,101,117,12,1,9,20,0,2,22,0
7ee7203f8330f65129dd5ffbddae8363,1,50692,NCBIGene:396,ARHGDIA,58444,ORPHA:656,Hereditary steroid-resistant nephrotic syndrome,5,0.5571428571428572,17,0.6901549531881659,0.5151515151515151,0.5151515151515151,1,1,2,0,33,36,1,1,0,17,0,34,17,0
993dc9cbcd631bf5fa0c876e746119c8,1,50585,NCBIGene:81,ACTN4,58444,ORPHA:656,Hereditary steroid-resistant nephrotic syndrome,6,0.5351648351648352,17,0.6455026777210171,0.53125,0.53125,1,1,2,0,32,40,1,1,0,17,0,34,17,0
9ba5f4429ae0b270e4d4fb6dea97dc21,1,50612,NCBIGene:158,ADSL,56299,ORPHA:46,Adenylosuccinate lyase deficiency,1,0.1,17,0.1861866255206545,0.27419354838709675,0.27419354838709675,1,1,2,0,62,65,1,1,0,17,0,1,17,0
a26de77c4c6eddbac4fe79557af3b1a2,1,50670,NCBIGene:330,BIRC3,56771,ORPHA:52417,MALT lymphoma,8,0.3828316420933631,17,0.40914832612911894,1,1,1,1,2,0,17,18,1,1,0,17,0,5,17,0
b51e290cc3a8b17a4d23c4985e8fd872,1,50902,NCBIGene:1021,CDK6,57400,ORPHA:2512,Autosomal recessive primary microcephaly,6,0.1392584130806,17,0.1675682130400537,0.7083333333333334,0.7083333333333334,1,1,2,0,24,28,1,1,0,17,0,29,17,0
be6b8c4a92d659f622265184682b148d,1,50764,NCBIGene:604,BCL6,58911,ORPHA:545,Follicular lymphoma,8,0.7416339434189333,17,0.7959553450683737,1,1,1,1,2,0,17,21,1,1,0,17,0,4,17,0
c5fda2e956fb90f6c0848fdd77a5a95f,1,50584,NCBIGene:72,ACTG2,59518,ORPHA:2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,4,1.0108225108225108,17,1.4000923220034078,0.23943661971830985,0.23943661971830985,1,1,2,0,71,80,1,1,0,17,0,4,17,0
cbc1a84282403d2d4de056f12ee3686e,1,50650,NCBIGene:267,AMFR,26882,MONDO:0957274,"spastic paraplegia 89, autosomal recessive",8,0.08622791007623146,17,0.18694938125535793,1,1,1,1,2,0,17,19,1,1,5,17,0,2,18,0
cbc1a84282403d2d4de056f12ee3686e,1,50650,NCBIGene:267,AMFR,26882,MONDO:0957274,"spastic paraplegia 89, autosomal recessive",8,0.08622791007623146,17,0.18694938125535793,1,1,1,1,2,0,17,19,1,1,5,17,0,2,18,0
